Iteration,C,Gamma,Epsilon,Avg_Score,Scores,Avg_Support_Vectors,Support_Vectors
1,10,1,0.1,0.03038288811326395,"[0.026713111098131435, 0.023205514736889147, 0.01786420718373676, 0.035669390793480624, 0.04846221675408178]",49.4,"[51, 48, 50, 50, 48]"
